"program","CIPDESC","EARN_MDN_1YR","EARN_MDN_5YR","institution"
"Business","Business Administration, Management and Operations.",40817,58118,"California State University-San Bernardino"
"Business","Business Administration, Management and Operations.",88882,97472,"California State University-San Bernardino"
"Business","Accounting and Related Services.",40688,60888,"California State University-San Bernardino"
"Business","Accounting and Related Services.",59480,73183,"California State University-San Bernardino"
"Business","Entrepreneurial and Small Business Operations.",37818,47157,"California State University-San Bernardino"
"Business","Finance and Financial Management Services.",41467,68892,"California State University-San Bernardino"
"Business","Human Resources Management and Services.",45144,54852,"California State University-San Bernardino"
"Business","Marketing.",34293,55467,"California State University-San Bernardino"
"Business","Business Administration, Management and Operations.",46581,72509,"California State Polytechnic University-Pomona"
"Business","Business Administration, Management and Operations.",101955,115701,"California State Polytechnic University-Pomona"
"Business","Hospitality Administration/Management.",33930,49890,"California State Polytechnic University-Pomona"
"Business","Business Administration, Management and Operations.",46145,79303,"California State University-Chico"
"Business","Business Administration, Management and Operations.",72622,76356,"California State University-Chico"
"Business","Accounting and Related Services.",60606,80392,"California State University-Chico"
"Business","Construction Management.",89075,116720,"California State University-Chico"
"Business","Business Administration, Management and Operations.",43905,61910,"California State University-Dominguez Hills"
"Business","Business Administration, Management and Operations.",86608,101906,"California State University-Dominguez Hills"
"Business","Human Resources Management and Services.",NA,59702,"California State University-Dominguez Hills"
"Business","Business, Management, Marketing, and Related Support Services, Other.",61114,76693,"California State University-Dominguez Hills"
"Business","Business Administration, Management and Operations.",42657,65494,"California State University-Fresno"
"Business","Business Administration, Management and Operations.",98988,115912,"California State University-Fresno"
"Business","Accounting and Related Services.",46555,67526,"California State University-Fresno"
"Business","Finance and Financial Management Services.",41970,72378,"California State University-Fresno"
"Business","Human Resources Management and Services.",43848,66219,"California State University-Fresno"
"Business","International Business.",40568,57829,"California State University-Fresno"
"Business","Marketing.",37484,64053,"California State University-Fresno"
"Business","Business Administration, Management and Operations.",48256,70718,"California State University-Fullerton"
"Business","Business Administration, Management and Operations.",94762,115490,"California State University-Fullerton"
"Business","Accounting and Related Services.",77276,111024,"California State University-Fullerton"
"Business","International Business.",45419,57105,"California State University-Fullerton"
"Business","Taxation.",85983,102210,"California State University-Fullerton"
"Business","Business Administration, Management and Operations.",51549,77879,"California State University-East Bay"
"Business","Business Administration, Management and Operations.",101245,135829,"California State University-East Bay"
"Business","Hospitality Administration/Management.",34015,62071,"California State University-East Bay"
"Business","Business Administration, Management and Operations.",45751,66801,"California State University-Long Beach"
"Business","Business Administration, Management and Operations.",88562,100443,"California State University-Long Beach"
"Business","Accounting and Related Services.",54315,78508,"California State University-Long Beach"
"Business","Business/Managerial Economics.",38967,66980,"California State University-Long Beach"
"Business","Finance and Financial Management Services.",48961,68305,"California State University-Long Beach"
"Business","Hospitality Administration/Management.",34560,46668,"California State University-Long Beach"
"Business","Human Resources Management and Services.",46453,65611,"California State University-Long Beach"
"Business","Management Information Systems and Services.",48825,82271,"California State University-Long Beach"
"Business","Marketing.",40976,62561,"California State University-Long Beach"
"Business","Business Administration, Management and Operations.",42062,64019,"California State University-Los Angeles"
"Business","Business Administration, Management and Operations.",90686,129508,"California State University-Los Angeles"
"Business","Business Administration, Management and Operations.",43714,66806,"California State University-Northridge"
"Business","Business Administration, Management and Operations.",83461,116807,"California State University-Northridge"
"Business","Accounting and Related Services.",68904,90327,"California State University-Northridge"
"Business","Finance and Financial Management Services.",48553,71332,"California State University-Northridge"
"Business","Hospitality Administration/Management.",25340,51354,"California State University-Northridge"
"Business","Management Information Systems and Services.",58733,84481,"California State University-Northridge"
"Business","Marketing.",37016,69084,"California State University-Northridge"
"Business","Real Estate.",35879,58731,"California State University-Northridge"
"Business","Taxation.",89070,134235,"California State University-Northridge"
"Business","Business Administration, Management and Operations.",48492,68332,"California State University-Sacramento"
"Business","Business Administration, Management and Operations.",87291,107931,"California State University-Sacramento"
"Business","Business Administration, Management and Operations.",90008,145003,"University of California-Berkeley"
"Business","Business Administration, Management and Operations.",NA,266651,"University of California-Berkeley"
"Business","Business Administration, Management and Operations.",120153,161298,"University of California-Davis"
"Business","Accounting and Related Services.",72371,93918,"University of California-Davis"
"Business","Business/Managerial Economics.",54546,91429,"University of California-Davis"
"Business","Business Administration, Management and Operations.",48786,89501,"University of California-Irvine"
"Business","Business Administration, Management and Operations.",119774,146412,"University of California-Irvine"
"Business","Accounting and Related Services.",70432,96025,"University of California-Irvine"
"Business","Business/Managerial Economics.",44277,74617,"University of California-Irvine"
"Business","Management Information Systems and Services.",68786,129344,"University of California-Irvine"
"Business","Business Administration, Management and Operations.",43213,74583,"University of California-Riverside"
"Business","Business Administration, Management and Operations.",NA,92291,"University of California-Riverside"
"Business","Business/Managerial Economics.",37496,62909,"University of California-Riverside"
"Business","Business Administration, Management and Operations.",98870,156032,"University of California-San Diego"
"Business","Management Sciences and Quantitative Methods.",60973,86000,"University of California-San Diego"
"Business","Management Sciences and Quantitative Methods.",66099,98845,"University of California-Santa Barbara"
"Business","Business/Managerial Economics.",52029,89932,"University of California-Santa Cruz"
"Business","Business Administration, Management and Operations.",57265,83752,"California State University Maritime Academy"
"Business","Business Administration, Management and Operations.",98998,120304,"California State University Maritime Academy"
"Business","Accounting and Related Services.",NA,56041,"College of the Canyons"
"Business","Accounting and Related Services.",14972,23660,"CET-San Jose"
"Business","Business Operations Support and Assistant Services.",23009,27178,"CET-San Jose"
"Business","General Sales, Merchandising and Related Marketing Operations.",15849,25447,"CET-San Jose"
"Business","Accounting and Related Services.",14972,23660,"CET-El Centro"
"Business","General Sales, Merchandising and Related Marketing Operations.",15849,25447,"CET-El Centro"
"Business","Business Operations Support and Assistant Services.",23009,27178,"CET-Salinas"
"Business","Business/Commerce, General.",NA,57832,"Cerritos College"
"Business","Business Administration, Management and Operations.",56738,45562,"Cerritos College"
"Business","Business Administration, Management and Operations.",NA,49951,"Cerritos College"
"Business","Accounting and Related Services.",NA,64506,"Cerritos College"
"Business","Business Administration, Management and Operations.",NA,58263,"Chabot College"
"Business","Business Administration, Management and Operations.",55657,98104,"Chapman University"
"Business","Business Administration, Management and Operations.",91418,120720,"Chapman University"
"Business","Accounting and Related Services.",70362,107442,"Chapman University"
"Business","Business/Corporate Communications.",39901,78721,"Chapman University"
"Business","Business/Managerial Economics.",54064,89309,"Chapman University"
"Business","Business Administration, Management and Operations.",37660,69220,"Concordia University-Irvine"
"Business","Business Administration, Management and Operations.",84304,98124,"Concordia University-Irvine"
"Business","Business/Commerce, General.",NA,51331,"Citrus College"
"Business","Accounting and Related Services.",NA,52283,"City College of San Francisco"
"Business","Business Operations Support and Assistant Services.",NA,50030,"City College of San Francisco"
"Business","Business Administration, Management and Operations.",66962,124753,"Claremont Graduate University"
"Business","Accounting and Related Services.",NA,36021,"Milan Institute-Visalia"
"Business","Business Administration, Management and Operations.",NA,57293,"Coastline Community College"
"Business","Business Administration, Management and Operations.",19699,58609,"Cosumnes River College"
"Business","Business Administration, Management and Operations.",NA,48924,"Crafton Hills College"
"Business","Business Administration, Management and Operations.",29983,56729,"Cuesta College"
"Business","Business Administration, Management and Operations.",NA,48616,"Cuyamaca College"
"Business","Business Administration, Management and Operations.",NA,58816,"Cypress College"
"Business","Business Administration, Management and Operations.",25934,54334,"College of the Desert"
"Business","Business Administration, Management and Operations.",65611,96193,"Dominican University of California"
"Business","Business Administration, Management and Operations.",NA,42937,"East Los Angeles College"
"Business","Accounting and Related Services.",NA,54828,"East Los Angeles College"
"Business","Business Administration, Management and Operations.",NA,47193,"El Camino Community College District"
"Business","Business Operations Support and Assistant Services.",NA,33591,"Empire College"
"Business","Business/Commerce, General.",NA,53810,"Evergreen Valley College"
"Business","Business Administration, Management and Operations.",NA,62666,"Evergreen Valley College"
"Business","Marketing.",NA,63549,"FIDM-Fashion Institute of Design & Merchandising"
"Business","Specialized Sales, Merchandising and  Marketing Operations.",28072,49376,"FIDM-Fashion Institute of Design & Merchandising"
"Business","Business, Management, Marketing, and Related Support Services, Other.",35898,55545,"FIDM-Fashion Institute of Design & Merchandising"
"Business","Human Resources Management and Services.",NA,100734,"Fielding Graduate University"
"Business","Human Resources Management and Services.",NA,154126,"Fielding Graduate University"
"Business","Business Administration, Management and Operations.",27966,46195,"Fresno City College"
"Business","Business Administration, Management and Operations.",55365,75548,"Fresno Pacific University"
"Business","Human Resources Management and Services.",55616,70576,"Fresno Pacific University"
"Business","Business, Management, Marketing, and Related Support Services, Other.",66395,89054,"Fresno Pacific University"
"Business","Business/Commerce, General.",NA,57712,"Gavilan College"
"Business","Business Administration, Management and Operations.",77752,98754,"Golden Gate University"
"Business","Business Administration, Management and Operations.",130290,131690,"Golden Gate University"
"Business","Accounting and Related Services.",91369,111491,"Golden Gate University"
"Business","Human Resources Management and Services.",75191,129323,"Golden Gate University"
"Business","Taxation.",113936,124408,"Golden Gate University"
"Business","Business/Commerce, General.",NA,53644,"Golden West College"
"Business","Business/Commerce, General.",NA,43377,"Grossmont College"
"Business","Business Administration, Management and Operations.",NA,48576,"Grossmont College"
"Business","Business Administration, Management and Operations.",36586,58979,"California State Polytechnic University-Humboldt"
"Business","Business Administration, Management and Operations.",NA,46467,"Imperial Valley College"
"Business","Business Administration, Management and Operations.",NA,62559,"Irvine Valley College"
"Business","Business Administration, Management and Operations.",NA,42858,"Reedley College"
"Business","Business Administration, Management and Operations.",57154,75867,"University of La Verne"
"Business","Business Administration, Management and Operations.",NA,100049,"University of La Verne"
"Business","Accounting and Related Services.",58985,90889,"University of La Verne"
"Business","Human Resources Management and Services.",NA,89399,"University of La Verne"
"Business","Business Administration, Management and Operations.",NA,65237,"Laney College"
"Business","Business Administration, Management and Operations.",35477,43241,"La Sierra University"
"Business","Business Administration, Management and Operations.",77147,69567,"La Sierra University"
"Business","Business Administration, Management and Operations.",NA,46248,"Los Angeles Pierce College"
"Business","Business Administration, Management and Operations.",54397,63220,"The Master's University and Seminary"
"Business","Business/Commerce, General.",101925,133994,"Loyola Marymount University"
"Business","Accounting and Related Services.",70960,112523,"Loyola Marymount University"
"Business","Entrepreneurial and Small Business Operations.",NA,86057,"Loyola Marymount University"
"Business","Finance and Financial Management Services.",70542,116165,"Loyola Marymount University"
"Business","Marketing.",48281,82022,"Loyola Marymount University"
"Business","Accounting and Related Services.",NA,40611,"MTI College"
"Business","Business Administration, Management and Operations.",NA,75568,"College of Marin"
"Business","Business Administration, Management and Operations.",49145,42458,"Mendocino College"
"Business","Business Administration, Management and Operations.",50306,81565,"Menlo College"
"Business","Accounting and Related Services.",71067,106037,"Menlo College"
"Business","Business/Commerce, General.",NA,47147,"Merced College"
"Business","Business Administration, Management and Operations.",NA,41926,"Merced College"
"Business","Business/Managerial Economics.",77133,85884,"Northeastern University Oakland"
"Business","Business Administration, Management and Operations.",NA,61778,"MiraCosta College"
"Business","Business Administration, Management and Operations.",NA,58384,"Mission College"
"Business","Business/Commerce, General.",NA,53256,"Modesto Junior College"
"Business","Business Administration, Management and Operations.",28331,41094,"Modesto Junior College"
"Business","International Business.",70782,92026,"Middlebury Institute of International Studies at Monterey"
"Business","Business Administration, Management and Operations.",NA,48072,"Moorpark College"
"Business","Business/Commerce, General.",NA,53632,"Mt San Antonio College"
"Business","Business/Commerce, General.",NA,61105,"Mt San Antonio College"
"Business","Hospitality Administration/Management.",NA,22180,"Mt San Antonio College"
"Business","Business Administration, Management and Operations.",53565,73318,"Mount Saint Mary's University"
"Business","Business Administration, Management and Operations.",84989,110607,"Mount Saint Mary's University"
"Business","Business Administration, Management and Operations.",NA,58874,"Napa Valley College"
"Business","Business Administration, Management and Operations.",61299,70412,"National University"
"Business","Business Administration, Management and Operations.",76682,90586,"National University"
"Business","Accounting and Related Services.",61037,65188,"National University"
"Business","Accounting and Related Services.",72646,92893,"National University"
"Business","Business/Corporate Communications.",38696,75312,"National University"
"Business","Human Resources Management and Services.",73848,91710,"National University"
"Business","Management Information Systems and Services.",92758,95650,"National University"
"Business","Business Administration, Management and Operations.",NA,88928,"Notre Dame de Namur University"
"Business","Business Administration, Management and Operations.",94256,133798,"Notre Dame de Namur University"
"Business","Business Administration, Management and Operations.",NA,53747,"Orange Coast College"
"Business","Business Administration, Management and Operations.",NA,47004,"Oxnard College"
"Business","Business Administration, Management and Operations.",40955,57863,"Hope International University"
"Business","Business/Commerce, General.",45439,62136,"Pacific Union College"
"Business","Business Administration, Management and Operations.",56453,84621,"University of the Pacific"
"Business","Business Administration, Management and Operations.",72789,125793,"University of the Pacific"
"Business","Business Administration, Management and Operations.",NA,65947,"Palomar College"
"Business","Business Administration, Management and Operations.",20816,56767,"Pasadena City College"
"Business","Accounting and Related Services.",NA,50200,"Pasadena City College"
"Business","Business Administration, Management and Operations.",69751,91408,"Pepperdine University"
"Business","Business Administration, Management and Operations.",112068,142013,"Pepperdine University"
"Business","Accounting and Related Services.",NA,104343,"Pepperdine University"
"Business","Business Administration, Management and Operations.",48397,55709,"Point Loma Nazarene University"
"Business","Business Administration, Management and Operations.",78560,83749,"Point Loma Nazarene University"
"Business","Accounting and Related Services.",NA,92989,"Point Loma Nazarene University"
"Business","Business/Corporate Communications.",41988,59892,"Point Loma Nazarene University"
"Business","Finance and Financial Management Services.",NA,116716,"Point Loma Nazarene University"
"Business","Marketing.",NA,70128,"Point Loma Nazarene University"
"Business","Business Administration, Management and Operations.",NA,34080,"Santa Ana College"
"Business","Business Administration, Management and Operations.",30315,48762,"Santa Ana College"
"Business","Accounting and Related Services.",NA,51351,"Santa Ana College"
"Business","Business/Commerce, General.",72664,84188,"University of Redlands"
"Business","Business/Commerce, General.",82677,91517,"University of Redlands"
"Business","Business Administration, Management and Operations.",60755,80923,"University of Redlands"
"Business","Business Administration, Management and Operations.",88318,102523,"University of Redlands"
"Business","Accounting and Related Services.",67359,100799,"University of Redlands"
"Business","Marketing.",NA,122234,"University of Redlands"
"Business","Business/Commerce, General.",NA,31564,"College of the Redwoods"
"Business","Business Administration, Management and Operations.",NA,48176,"Rio Hondo College"
"Business","Business Administration, Management and Operations.",33689,50695,"Sacramento City College"
"Business","Business Administration, Management and Operations.",NA,72376,"Saddleback College"
"Business","Business Administration, Management and Operations.",33350,52169,"San Diego City College"
"Business","Business Administration, Management and Operations.",40642,55898,"San Diego Mesa College"
"Business","Business Administration, Management and Operations.",NA,55451,"San Diego Miramar College"
"Business","Business Administration, Management and Operations.",46275,74342,"San Diego State University"
"Business","Business Administration, Management and Operations.",84731,108004,"San Diego State University"
"Business","Accounting and Related Services.",57157,96719,"San Diego State University"
"Business","Accounting and Related Services.",74647,117624,"San Diego State University"
"Business","Finance and Financial Management Services.",53373,70355,"San Diego State University"
"Business","Hospitality Administration/Management.",40009,58612,"San Diego State University"
"Business","International Business.",38138,62849,"San Diego State University"
"Business","Marketing.",48229,79506,"San Diego State University"
"Business","Business Administration, Management and Operations.",51056,84779,"University of San Diego"
"Business","Business Administration, Management and Operations.",105707,128241,"University of San Diego"
"Business","Accounting and Related Services.",69240,109018,"University of San Diego"
"Business","Finance and Financial Management Services.",64819,107544,"University of San Diego"
"Business","International Business.",48463,95368,"University of San Diego"
"Business","Marketing.",56313,80998,"University of San Diego"
"Business","Business Administration, Management and Operations.",48184,79995,"San Francisco State University"
"Business","Business Administration, Management and Operations.",105754,124033,"San Francisco State University"
"Business","Accounting and Related Services.",60607,82791,"San Francisco State University"
"Business","Accounting and Related Services.",78065,115426,"San Francisco State University"
"Business","Finance and Financial Management Services.",62778,77321,"San Francisco State University"
"Business","Hospitality Administration/Management.",34153,56485,"San Francisco State University"
"Business","International Business.",58560,67678,"San Francisco State University"
"Business","Marketing.",52072,73408,"San Francisco State University"
"Business","Business Administration, Management and Operations.",50729,104526,"University of San Francisco"
"Business","Business Administration, Management and Operations.",98785,150673,"University of San Francisco"
"Business","Accounting and Related Services.",72588,101040,"University of San Francisco"
"Business","Entrepreneurial and Small Business Operations.",43146,75474,"University of San Francisco"
"Business","Finance and Financial Management Services.",64972,107184,"University of San Francisco"
"Business","Finance and Financial Management Services.",NA,108756,"University of San Francisco"
"Business","Hospitality Administration/Management.",NA,74026,"University of San Francisco"
"Business","Human Resources Management and Services.",127715,157232,"University of San Francisco"
"Business","International Business.",57780,92956,"University of San Francisco"
"Business","Marketing.",44891,91873,"University of San Francisco"
"Business","Business/Commerce, General.",NA,61128,"San Joaquin Delta College"
"Business","Accounting and Related Services.",NA,41840,"San Joaquin Delta College"
"Business","Business Operations Support and Assistant Services.",27731,35845,"San Joaquin Valley College-Visalia"
"Business","Business Operations Support and Assistant Services.",28691,38490,"San Joaquin Valley College-Visalia"
"Business","Human Resources Management and Services.",40721,45035,"San Joaquin Valley College-Visalia"
"Business","Human Resources Management and Services.",46445,46432,"San Joaquin Valley College-Visalia"
"Business","Construction Management.",53053,76663,"San Joaquin Valley College-Visalia"
"Business","Business Operations Support and Assistant Services.",27731,35845,"San Joaquin Valley College-Bakersfield"
"Business","Business Operations Support and Assistant Services.",28691,38490,"San Joaquin Valley College-Bakersfield"
"Business","Business Administration, Management and Operations.",43349,60515,"William Jessup University"
"Business","Business Administration, Management and Operations.",NA,82407,"San Jose State University"
"Business","Business Administration, Management and Operations.",NA,151760,"San Jose State University"
"Business","Accounting and Related Services.",NA,96679,"San Jose State University"
"Business","Finance and Financial Management Services.",NA,98041,"San Jose State University"
"Business","Hospitality Administration/Management.",NA,67022,"San Jose State University"
"Business","Human Resources Management and Services.",NA,108084,"San Jose State University"
"Business","International Business.",NA,71177,"San Jose State University"
"Business","Management Information Systems and Services.",NA,104129,"San Jose State University"
"Business","Marketing.",NA,89379,"San Jose State University"
"Business","Business Administration, Management and Operations.",NA,56998,"College of San Mateo"
"Business","Business Administration, Management and Operations.",140238,194180,"Santa Clara University"
"Business","Accounting and Related Services.",78417,123065,"Santa Clara University"
"Business","Finance and Financial Management Services.",79929,127056,"Santa Clara University"
"Business","Marketing.",58493,100123,"Santa Clara University"
"Business","Business Administration, Management and Operations.",NA,58293,"Santa Monica College"
"Business","Business Administration, Management and Operations.",NA,62124,"Santa Rosa Junior College"
"Business","Business Administration, Management and Operations.",42333,52299,"Simpson University"
"Business","Human Resources Management and Services.",NA,59420,"Simpson University"
"Business","Business Administration, Management and Operations.",NA,56110,"Skyline College"
"Business","Business Administration, Management and Operations.",44999,46090,"San Bernardino Valley College"
"Business","Accounting and Related Services.",NA,47104,"San Bernardino Valley College"
"Business","Business/Commerce, General.",46958,95040,"Saint Mary's College of California"
"Business","Business Administration, Management and Operations.",129891,167609,"Saint Mary's College of California"
"Business","Accounting and Related Services.",66628,107316,"Saint Mary's College of California"
"Business","Accounting and Related Services.",77656,112485,"Saint Mary's College of California"
"Business","Business Administration, Management and Operations.",NA,69217,"Solano Community College"
"Business","Business Administration, Management and Operations.",55001,80187,"Sonoma State University"
"Business","Business Administration, Management and Operations.",93663,98923,"Sonoma State University"
"Business","Business Administration, Management and Operations.",58539,63226,"Vanguard University of Southern California"
"Business","Marketing.",NA,58515,"Vanguard University of Southern California"
"Business","Business Administration, Management and Operations.",NA,52315,"Southwestern College"
"Business","Business Administration, Management and Operations.",71668,104833,"University of Southern California"
"Business","Business Administration, Management and Operations.",132668,192109,"University of Southern California"
"Business","Business Administration, Management and Operations.",96678,143040,"University of Southern California"
"Business","Accounting and Related Services.",73903,107531,"University of Southern California"
"Business","Accounting and Related Services.",73673,117723,"University of Southern California"
"Business","Entrepreneurial and Small Business Operations.",66292,86835,"University of Southern California"
"Business","Finance and Financial Management Services.",NA,135370,"University of Southern California"
"Business","Management Sciences and Quantitative Methods.",120846,148578,"University of Southern California"
"Business","Marketing.",88627,176716,"University of Southern California"
"Business","Marketing.",117305,158415,"University of Southern California"
"Business","Real Estate.",98763,145650,"University of Southern California"
"Business","Taxation.",80287,125124,"University of Southern California"
"Business","Business Operations Support and Assistant Services.",25094,28439,"UEI College-Huntington Park"
"Business","Business Administration, Management and Operations.",NA,51276,"Ventura College"
"Business","Business/Commerce, General.",26272,43058,"Victor Valley College"
"Business","Business/Managerial Economics.",54457,88820,"Westmont College"
"Business","Business Administration, Management and Operations.",40073,61761,"Whittier College"
"Business","Business Administration, Management and Operations.",51668,56815,"Woodbury University"
"Business","Business Administration, Management and Operations.",64094,91700,"Woodbury University"
"Business","Accounting and Related Services.",NA,72776,"Woodbury University"
"Business","Business Administration, Management and Operations.",NA,41929,"Yuba College"
"Business","Business Administration, Management and Operations.",NA,39153,"Ashford University"
"Business","Business Administration, Management and Operations.",61466,64522,"Ashford University"
"Business","Business Administration, Management and Operations.",70200,65222,"Ashford University"
"Business","Accounting and Related Services.",50350,53394,"Ashford University"
"Business","Business/Managerial Economics.",66360,86666,"Ashford University"
"Business","Entrepreneurial and Small Business Operations.",40890,38836,"Ashford University"
"Business","Finance and Financial Management Services.",57566,63997,"Ashford University"
"Business","Human Resources Management and Services.",51118,57539,"Ashford University"
"Business","International Business.",71369,64225,"Ashford University"
"Business","Management Information Systems and Services.",61359,62249,"Ashford University"
"Business","Marketing.",54286,50570,"Ashford University"
"Business","Real Estate.",49261,51763,"Ashford University"
"Business","Business Administration, Management and Operations.",193776,283761,"Stanford University"
"Business","Business Administration, Management and Operations.",64985,90220,"Antioch University-Los Angeles"
"Business","Business Administration, Management and Operations.",64985,90220,"Antioch University-Santa Barbara"
"Business","Business Administration, Management and Operations.",NA,31286,"Platt College-Los Angeles"
"Business","Business Administration, Management and Operations.",61268,77949,"University of Massachusetts Global"
"Business","Business Administration, Management and Operations.",86733,104795,"University of Massachusetts Global"
"Business","Human Resources Management and Services.",65673,79997,"University of Massachusetts Global"
"Business","Human Resources Management and Services.",75678,88903,"University of Massachusetts Global"
"Business","Human Resources Management and Services.",NA,78475,"University of Massachusetts Global"
"Business","Business Operations Support and Assistant Services.",27731,35845,"San Joaquin Valley College-Fresno"
"Business","Business Operations Support and Assistant Services.",28691,38490,"San Joaquin Valley College-Fresno"
"Business","Business/Commerce, General.",46958,68281,"California State University-San Marcos"
"Business","Business Administration, Management and Operations.",49543,74005,"California State University-San Marcos"
"Business","Business Administration, Management and Operations.",84450,110496,"California State University-San Marcos"
"Business","Accounting and Related Services.",63366,81423,"California State University-San Marcos"
"Business","Finance and Financial Management Services.",54408,87253,"California State University-San Marcos"
"Business","Marketing.",43134,75915,"California State University-San Marcos"
"Business","Accounting and Related Services.",NA,45689,"Central Coast College"
"Business","Business Operations Support and Assistant Services.",34301,41316,"Central Coast College"
"Business","Business Operations Support and Assistant Services.",23009,27178,"CET-Coachella"
"Business","Business Operations Support and Assistant Services.",23009,27178,"CET-Santa Maria"
"Business","Business Operations Support and Assistant Services.",NA,23393,"Hacienda La Puente Adult Education"
"Business","Business Operations Support and Assistant Services.",25094,28439,"UEI College-Ontario"
"Business","Business Operations Support and Assistant Services.",25094,28439,"UEI College-Reseda"
"Business","Business Operations Support and Assistant Services.",26109,29804,"UEI College-Gardena"
"Business","Business Operations Support and Assistant Services.",12153,23982,"Diversified Vocational College"
"Business","Business Operations Support and Assistant Services.",17210,26269,"UEI College-Fresno"
"Business","Business Administration, Management and Operations.",47825,72547,"California State University-Monterey Bay"
"Business","Business Administration, Management and Operations.",87863,106856,"California State University-Monterey Bay"
"Business","Human Resources Management and Services.",NA,33514,"Institute of Technology"
"Business","Business Administration, Management and Operations.",NA,31286,"Platt College-Ontario"
"Business","Business Administration, Management and Operations.",NA,61270,"California Aeronautical University"
"Business","Accounting and Related Services.",NA,61655,"California Aeronautical University"
"Business","Business Administration, Management and Operations.",47581,66220,"California State University-Channel Islands"
"Business","Business Administration, Management and Operations.",105293,120386,"California State University-Channel Islands"
"Business","Business Operations Support and Assistant Services.",27731,35845,"San Joaquin Valley College-Ontario"
"Business","Business Operations Support and Assistant Services.",28691,38490,"San Joaquin Valley College-Ontario"
"Business","Construction Management.",53053,76663,"San Joaquin Valley College-Ontario"
"Business","Business Administration, Management and Operations.",NA,72498,"Northcentral University"
"Business","Business Administration, Management and Operations.",60729,67950,"Northcentral University"
"Business","Business Administration, Management and Operations.",96209,130396,"Northcentral University"
"Business","Business Administration, Management and Operations.",NA,72768,"Northcentral University"
"Business","Business Administration, Management and Operations.",NA,70915,"Folsom Lake College"
"Business","Accounting and Related Services.",35186,32850,"Stellar Career College"
"Business","Business Operations Support and Assistant Services.",25145,27888,"Stellar Career College"
"Business","Business Administration, Management and Operations.",46378,61387,"University of California-Merced"
"Business","Business Operations Support and Assistant Services.",27731,35845,"San Joaquin Valley College-Modesto"
"Business","Business Operations Support and Assistant Services.",28691,38490,"San Joaquin Valley College-Modesto"
"Business","Business Operations Support and Assistant Services.",25094,28439,"UEI College-Chula Vista"
"Business","Business Operations Support and Assistant Services.",25094,28439,"UEI College-West Covina"
"Business","Business Administration, Management and Operations.",30880,46209,"Lemoore College"
"Business","Business Administration, Management and Operations.",24790,35985,"Laurus College"
"Business","Business Administration, Management and Operations.",104532,101044,"The Chicago School at Anaheim"
"Business","Business Administration, Management and Operations.",104532,101044,"The Chicago School at Los Angeles"
"Business","Business Operations Support and Assistant Services.",27731,35845,"San Joaquin Valley College-Hesperia"
"Business","Business Operations Support and Assistant Services.",28691,38490,"San Joaquin Valley College-Hesperia"
"Business","Business Administration, Management and Operations.",NA,54313,"Norco College"
"Business","Business Operations Support and Assistant Services.",25094,28439,"UEI College-Oceanside"
"Business","Business Operations Support and Assistant Services.",25094,28439,"UEI College-Garden Grove"
"Business","Business Operations Support and Assistant Services.",26109,29804,"UEI College-Riverside"
"Business","Business Operations Support and Assistant Services.",27731,35845,"San Joaquin Valley College-Temecula"
"Business","Business Operations Support and Assistant Services.",28691,38490,"San Joaquin Valley College-Temecula"
"Business","Business Administration, Management and Operations.",NA,31286,"Platt College-Riverside"
"Business","Business Operations Support and Assistant Services.",25094,28439,"UEI College-Stockton"
"Business","Business Operations Support and Assistant Services.",27731,35845,"San Joaquin Valley College-Lancaster"
"Business","Business Operations Support and Assistant Services.",28691,38490,"San Joaquin Valley College-Lancaster"
"Business","Business Operations Support and Assistant Services.",17210,26269,"UEI College-Bakersfield"
"Business","Business/Commerce, General.",57020,61385,"DeVry University-California"
"Business","Business Administration, Management and Operations.",55102,62344,"DeVry University-California"
"Business","Business Administration, Management and Operations.",71067,86831,"DeVry University-California"
"Business","Business Administration, Management and Operations.",71245,76848,"DeVry University-California"
"Business","Accounting and Related Services.",NA,46547,"DeVry University-California"
"Business","Accounting and Related Services.",54264,65249,"DeVry University-California"
"Business","Accounting and Related Services.",68141,81554,"DeVry University-California"
"Business","Accounting and Related Services.",58112,71145,"DeVry University-California"
"Business","Human Resources Management and Services.",58380,69768,"DeVry University-California"
"Business","Human Resources Management and Services.",52210,70533,"DeVry University-California"
"Business","Management Information Systems and Services.",77162,91674,"DeVry University-California"
"Business","Management Information Systems and Services.",NA,87039,"DeVry University-California"
"Business","Business Administration, Management and Operations.",48528,70487,"University of Phoenix-California"
"Business","Business Administration, Management and Operations.",58268,63179,"University of Phoenix-California"
"Business","Business Administration, Management and Operations.",67504,74320,"University of Phoenix-California"
"Business","Accounting and Related Services.",51405,58358,"University of Phoenix-California"
"Business","Accounting and Related Services.",59839,69359,"University of Phoenix-California"
"Business","Finance and Financial Management Services.",70963,67238,"University of Phoenix-California"
"Business","Finance and Financial Management Services.",72214,81301,"University of Phoenix-California"
"Business","Human Resources Management and Services.",46304,69835,"University of Phoenix-California"
"Business","Human Resources Management and Services.",57983,58963,"University of Phoenix-California"
"Business","Human Resources Management and Services.",55227,59128,"University of Phoenix-California"
"Business","Management Information Systems and Services.",70536,84692,"University of Phoenix-California"
"Business","Marketing.",63570,58812,"University of Phoenix-California"
"Business","Marketing.",54942,62442,"University of Phoenix-California"
"Business","Business Administration, Management and Operations.",NA,95869,"Presidio Graduate School"
