"program","CIPDESC","EARN_MDN_1YR","EARN_MDN_5YR","institution"
"Psychology","Clinical, Counseling and Applied Psychology.",49735,65592,"Antioch University-Santa Barbara"
"Psychology","Psychology, General.",40726,53859,"University of Massachusetts Global"
"Psychology","Psychology, General.",59499,76973,"University of Massachusetts Global"
"Psychology","Psychology, General.",31355,54559,"California State University-San Marcos"
"Psychology","Psychology, General.",29168,54215,"California State University-Monterey Bay"
"Psychology","Psychology, General.",32706,49948,"California State University-Channel Islands"
"Psychology","Psychology, General.",NA,42319,"Northcentral University"
"Psychology","Psychology, General.",47483,55632,"Northcentral University"
"Psychology","Psychology, General.",80136,102244,"Northcentral University"
"Psychology","Psychology, General.",28669,52632,"University of California-Merced"
"Psychology","Psychology, General.",24719,30968,"Lemoore College"
"Psychology","Psychology, General.",45558,68203,"The Chicago School at Anaheim"
"Psychology","Clinical, Counseling and Applied Psychology.",57435,69822,"The Chicago School at Anaheim"
"Psychology","Psychology, General.",45558,68203,"The Chicago School at Los Angeles"
"Psychology","Research and Experimental Psychology.",NA,57947,"The Chicago School at Los Angeles"
"Psychology","Clinical, Counseling and Applied Psychology.",57435,69822,"The Chicago School at Los Angeles"
"Psychology","Clinical, Counseling and Applied Psychology.",78934,97361,"The Chicago School at Los Angeles"
"Psychology","Clinical, Counseling and Applied Psychology.",58181,68399,"The Chicago School at Los Angeles"
"Psychology","Psychology, Other.",85587,71196,"The Chicago School at Los Angeles"
"Psychology","Clinical, Counseling and Applied Psychology.",57435,69822,"The Chicago School at San Diego"
"Visual & Performing Arts","Design and Applied Arts.",57615,85813,"UCLA"
"Visual & Performing Arts","Drama/Theatre Arts and Stagecraft.",19673,28993,"UCLA"
"Visual & Performing Arts","Film/Video and Photographic Arts.",29696,66565,"UCLA"
"Visual & Performing Arts","Film/Video and Photographic Arts.",39954,67538,"UCLA"
"Visual & Performing Arts","Fine and Studio Arts.",21220,46122,"UCLA"
"Visual & Performing Arts","Fine and Studio Arts.",NA,62398,"UCLA"
"Visual & Performing Arts","Music.",22125,50858,"UCLA"
"Visual & Performing Arts","Music.",15520,28799,"UCLA"
"Visual & Performing Arts","Music.",NA,77654,"UCLA"
"Visual & Performing Arts","Visual and Performing Arts, General.",28494,39532,"Academy of Art University"
"Visual & Performing Arts","Design and Applied Arts.",26478,43707,"Academy of Art University"
"Visual & Performing Arts","Design and Applied Arts.",20829,57948,"Academy of Art University"
"Visual & Performing Arts","Design and Applied Arts.",38358,58596,"Academy of Art University"
"Visual & Performing Arts","Drama/Theatre Arts and Stagecraft.",20798,19276,"Academy of Art University"
"Visual & Performing Arts","Film/Video and Photographic Arts.",30178,36174,"Academy of Art University"
"Visual & Performing Arts","Film/Video and Photographic Arts.",23354,39174,"Academy of Art University"
"Visual & Performing Arts","Film/Video and Photographic Arts.",41911,53584,"Academy of Art University"
"Visual & Performing Arts","Fine and Studio Arts.",NA,33830,"Academy of Art University"
"Visual & Performing Arts","Fine and Studio Arts.",50953,40069,"Academy of Art University"
"Visual & Performing Arts","Music.",NA,38890,"Academy of Art University"
"Visual & Performing Arts","Music.",NA,62287,"Academy of Art University"
"Visual & Performing Arts","Drama/Theatre Arts and Stagecraft.",12445,18854,"American Academy of Dramatic Arts-Los Angeles"
"Visual & Performing Arts","Film/Video and Photographic Arts.",20358,48347,"American Film Institute Conservatory"
"Visual & Performing Arts","Design and Applied Arts.",47053,81385,"Art Center College of Design"
"Visual & Performing Arts","Film/Video and Photographic Arts.",22988,33995,"Art Center College of Design"
"Visual & Performing Arts","Visual and Performing Arts, General.",NA,40203,"Azusa Pacific University"
"Visual & Performing Arts","Fine and Studio Arts.",NA,51399,"Azusa Pacific University"
"Visual & Performing Arts","Music.",NA,42225,"Azusa Pacific University"
"Visual & Performing Arts","Fine and Studio Arts.",25372,43209,"Biola University"
"Visual & Performing Arts","Design and Applied Arts.",28673,62146,"California College of the Arts"
"Visual & Performing Arts","Fine and Studio Arts.",17690,34104,"California College of the Arts"
"Visual & Performing Arts","Fine and Studio Arts.",24495,54366,"California College of the Arts"
"Visual & Performing Arts","Arts, Entertainment,and Media Management.",NA,140876,"California College of the Arts"
"Visual & Performing Arts","Fine and Studio Arts.",36006,87876,"California Polytechnic State University-San Luis Obispo"
"Visual & Performing Arts","Fine and Studio Arts.",21288,37911,"California State University-Stanislaus"
"Visual & Performing Arts","Design and Applied Arts.",24604,42348,"California State University-San Bernardino"
"Visual & Performing Arts","Fine and Studio Arts.",14447,36910,"California State University-San Bernardino"
"Visual & Performing Arts","Design and Applied Arts.",30065,52064,"California State Polytechnic University-Pomona"
"Visual & Performing Arts","Music.",20887,48450,"California State Polytechnic University-Pomona"
"Visual & Performing Arts","Design and Applied Arts.",27573,46813,"California State University-Chico"
"Visual & Performing Arts","Fine and Studio Arts.",22628,44754,"California State University-Chico"
"Visual & Performing Arts","Music.",25339,39537,"California State University-Chico"
"Visual & Performing Arts","Design and Applied Arts.",NA,39701,"California State University-Dominguez Hills"
"Visual & Performing Arts","Fine and Studio Arts.",NA,45469,"California State University-Dominguez Hills"
"Visual & Performing Arts","Design and Applied Arts.",23160,46255,"California State University-Fresno"
"Visual & Performing Arts","Drama/Theatre Arts and Stagecraft.",18082,30004,"California State University-Fresno"
"Visual & Performing Arts","Fine and Studio Arts.",22167,40618,"California State University-Fresno"
"Visual & Performing Arts","Drama/Theatre Arts and Stagecraft.",18182,34683,"California State University-Fullerton"
"Visual & Performing Arts","Fine and Studio Arts.",22839,46226,"California State University-Fullerton"
"Visual & Performing Arts","Music.",23969,26392,"California State University-Fullerton"
"Visual & Performing Arts","Fine and Studio Arts.",33220,54563,"California State University-East Bay"
"Visual & Performing Arts","Dance.",30686,27350,"California State University-Long Beach"
"Visual & Performing Arts","Design and Applied Arts.",37395,67824,"California State University-Long Beach"
"Visual & Performing Arts","Drama/Theatre Arts and Stagecraft.",19231,26450,"California State University-Long Beach"
"Visual & Performing Arts","Fine and Studio Arts.",21493,42341,"California State University-Long Beach"
"Visual & Performing Arts","Fine and Studio Arts.",NA,45947,"California State University-Long Beach"
"Visual & Performing Arts","Fine and Studio Arts.",24538,38595,"California State University-Los Angeles"
"Visual & Performing Arts","Design and Applied Arts.",36736,49713,"California State University-Northridge"
"Visual & Performing Arts","Drama/Theatre Arts and Stagecraft.",17524,33395,"California State University-Northridge"
"Visual & Performing Arts","Drama/Theatre Arts and Stagecraft.",NA,61569,"California State University-Northridge"
"Visual & Performing Arts","Film/Video and Photographic Arts.",27290,38272,"California State University-Northridge"
"Visual & Performing Arts","Fine and Studio Arts.",25359,45572,"California State University-Northridge"
"Visual & Performing Arts","Music.",18226,35153,"California State University-Northridge"
"Visual & Performing Arts","Music.",37985,58989,"California State University-Northridge"
"Visual & Performing Arts","Design and Applied Arts.",32240,56723,"California State University-Sacramento"
"Visual & Performing Arts","Drama/Theatre Arts and Stagecraft.",23000,34162,"California State University-Sacramento"
"Visual & Performing Arts","Film/Video and Photographic Arts.",24618,53310,"California State University-Sacramento"
"Visual & Performing Arts","Fine and Studio Arts.",20203,43739,"California State University-Sacramento"
"Visual & Performing Arts","Music.",25391,32255,"California State University-Sacramento"
"Visual & Performing Arts","Film/Video and Photographic Arts.",29011,38182,"University of California-Berkeley"
"Visual & Performing Arts","Fine and Studio Arts.",20368,58001,"University of California-Berkeley"
"Visual & Performing Arts","Design and Applied Arts.",32816,67513,"University of California-Davis"
"Visual & Performing Arts","Drama/Theatre Arts and Stagecraft.",19398,42690,"University of California-Davis"
"Visual & Performing Arts","Film/Video and Photographic Arts.",19258,50629,"University of California-Davis"
"Visual & Performing Arts","Fine and Studio Arts.",22700,46486,"University of California-Davis"
"Visual & Performing Arts","Music.",24630,40840,"University of California-Davis"
"Visual & Performing Arts","Dance.",28112,32865,"University of California-Irvine"
"Visual & Performing Arts","Design and Applied Arts.",NA,80163,"University of California-Irvine"
"Visual & Performing Arts","Drama/Theatre Arts and Stagecraft.",20461,27561,"University of California-Irvine"
"Visual & Performing Arts","Film/Video and Photographic Arts.",21397,44541,"University of California-Irvine"
"Visual & Performing Arts","Fine and Studio Arts.",16989,48982,"University of California-Irvine"
"Visual & Performing Arts","Film/Video and Photographic Arts.",24840,47385,"University of California-Riverside"
