UNITID,OPEID6,INSTNM,CONTROL,MAIN,CIPCODE,CIPDESC,CREDLEV,CREDDESC,IPEDSCOUNT1,IPEDSCOUNT2,DEBT_ALL_STGP_ANY_N,DEBT_ALL_STGP_ANY_MEAN,DEBT_ALL_STGP_ANY_MDN,DEBT_ALL_STGP_EVAL_N,DEBT_ALL_STGP_EVAL_MEAN,DEBT_ALL_STGP_EVAL_MDN,DEBT_ALL_PP_ANY_N,DEBT_ALL_PP_ANY_MEAN,DEBT_ALL_PP_ANY_MDN,DEBT_ALL_PP_EVAL_N,DEBT_ALL_PP_EVAL_MEAN,DEBT_ALL_PP_EVAL_MDN,DEBT_MALE_STGP_ANY_N,DEBT_MALE_STGP_ANY_MEAN,DEBT_MALE_STGP_ANY_MDN,DEBT_MALE_STGP_EVAL_N,DEBT_MALE_STGP_EVAL_MEAN,DEBT_MALE_STGP_EVAL_MDN,DEBT_MALE_PP_ANY_N,DEBT_MALE_PP_ANY_MEAN,DEBT_MALE_PP_ANY_MDN,DEBT_MALE_PP_EVAL_N,DEBT_MALE_PP_EVAL_MEAN,DEBT_MALE_PP_EVAL_MDN,DEBT_NOTMALE_STGP_ANY_N,DEBT_NOTMALE_STGP_ANY_MEAN,DEBT_NOTMALE_STGP_ANY_MDN,DEBT_NOTMALE_STGP_EVAL_N,DEBT_NOTMALE_STGP_EVAL_MEAN,DEBT_NOTMALE_STGP_EVAL_MDN,DEBT_NOTMALE_PP_ANY_N,DEBT_NOTMALE_PP_ANY_MEAN,DEBT_NOTMALE_PP_ANY_MDN,DEBT_NOTMALE_PP_EVAL_N,DEBT_NOTMALE_PP_EVAL_MEAN,DEBT_NOTMALE_PP_EVAL_MDN,DEBT_PELL_STGP_ANY_N,DEBT_PELL_STGP_ANY_MEAN,DEBT_PELL_STGP_ANY_MDN,DEBT_PELL_STGP_EVAL_N,DEBT_PELL_STGP_EVAL_MEAN,DEBT_PELL_STGP_EVAL_MDN,DEBT_PELL_PP_ANY_N,DEBT_PELL_PP_ANY_MEAN,DEBT_PELL_PP_ANY_MDN,DEBT_PELL_PP_EVAL_N,DEBT_PELL_PP_EVAL_MEAN,DEBT_PELL_PP_EVAL_MDN,DEBT_NOPELL_STGP_ANY_N,DEBT_NOPELL_STGP_ANY_MEAN,DEBT_NOPELL_STGP_ANY_MDN,DEBT_NOPELL_STGP_EVAL_N,DEBT_NOPELL_STGP_EVAL_MEAN,DEBT_NOPELL_STGP_EVAL_MDN,DEBT_NOPELL_PP_ANY_N,DEBT_NOPELL_PP_ANY_MEAN,DEBT_NOPELL_PP_ANY_MDN,DEBT_NOPELL_PP_EVAL_N,DEBT_NOPELL_PP_EVAL_MEAN,DEBT_NOPELL_PP_EVAL_MDN,DEBT_ALL_PP_ANY_MDN10YRPAY,DEBT_ALL_PP_EVAL_MDN10YRPAY,DEBT_ALL_STGP_ANY_MDN10YRPAY,DEBT_ALL_STGP_EVAL_MDN10YRPAY,EARN_COUNT_NWNE_HI_1YR,EARN_CNTOVER150_HI_1YR,EARN_COUNT_WNE_HI_1YR,EARN_MDN_HI_1YR,EARN_COUNT_NWNE_HI_2YR,EARN_CNTOVER150_HI_2YR,EARN_COUNT_WNE_HI_2YR,EARN_MDN_HI_2YR,BBRR2_FED_COMP_N,BBRR2_FED_COMP_DFLT,BBRR2_FED_COMP_DLNQ,BBRR2_FED_COMP_FBR,BBRR2_FED_COMP_DFR,BBRR2_FED_COMP_NOPROG,BBRR2_FED_COMP_MAKEPROG,BBRR2_FED_COMP_PAIDINFULL,BBRR2_FED_COMP_DISCHARGE,BBRR3_FED_COMP_N,BBRR3_FED_COMP_DFLT,BBRR3_FED_COMP_DLNQ,BBRR3_FED_COMP_FBR,BBRR3_FED_COMP_DFR,BBRR3_FED_COMP_NOPROG,BBRR3_FED_COMP_MAKEPROG,BBRR3_FED_COMP_PAIDINFULL,BBRR3_FED_COMP_DISCHARGE,EARN_COUNT_PELL_WNE_1YR,EARN_PELL_WNE_MDN_1YR,EARN_COUNT_NOPELL_WNE_1YR,EARN_NOPELL_WNE_MDN_1YR,EARN_COUNT_MALE_WNE_1YR,EARN_MALE_WNE_MDN_1YR,EARN_COUNT_NOMALE_WNE_1YR,EARN_NOMALE_WNE_MDN_1YR,EARN_COUNT_NE_3YR,EARN_NE_MDN_3YR,EARN_COUNT_WNE_3YR,EARN_CNTOVER150_3YR,EARN_COUNT_PELL_NE_3YR,EARN_PELL_NE_MDN_3YR,EARN_COUNT_NOPELL_NE_3YR,EARN_NOPELL_NE_MDN_3YR,EARN_COUNT_MALE_NE_3YR,EARN_MALE_NE_MDN_3YR,EARN_COUNT_NOMALE_NE_3YR,EARN_NOMALE_NE_MDN_3YR,EARN_COUNT_NWNE_1YR,EARN_COUNT_WNE_1YR,EARN_MDN_1YR,EARN_GT_THRESHOLD_1YR,EARN_COUNT_HIGH_CRED_1YR,EARN_IN_STATE_1YR,EARN_COUNT_NWNE_4YR,EARN_COUNT_WNE_4YR,EARN_MDN_4YR,EARN_GT_THRESHOLD_4YR,EARN_COUNT_PELL_WNE_4YR,EARN_PELL_WNE_MDN_4YR,EARN_COUNT_NOPELL_WNE_4YR,EARN_NOPELL_WNE_MDN_4YR,EARN_COUNT_MALE_WNE_4YR,EARN_MALE_WNE_MDN_4YR,EARN_COUNT_NOMALE_WNE_4YR,EARN_NOMALE_WNE_MDN_4YR,EARN_COUNT_HIGH_CRED_4YR,EARN_IN_STATE_4YR,BBRR1_FED_COMP_N,BBRR1_FED_COMP_DFLT,BBRR1_FED_COMP_DLNQ,BBRR1_FED_COMP_FBR,BBRR1_FED_COMP_DFR,BBRR1_FED_COMP_NOPROG,BBRR1_FED_COMP_MAKEPROG,BBRR1_FED_COMP_PAIDINFULL,BBRR1_FED_COMP_DISCHARGE,BBRR4_FED_COMP_N,BBRR4_FED_COMP_DFLT,BBRR4_FED_COMP_DLNQ,BBRR4_FED_COMP_FBR,BBRR4_FED_COMP_DFR,BBRR4_FED_COMP_NOPROG,BBRR4_FED_COMP_MAKEPROG,BBRR4_FED_COMP_PAIDINFULL,BBRR4_FED_COMP_DISCHARGE,DISTANCE,EARN_COUNT_NWNE_5YR,EARN_COUNT_WNE_5YR,EARN_MDN_5YR,EARN_GT_THRESHOLD_5YR,EARN_COUNT_PELL_WNE_5YR,EARN_PELL_WNE_MDN_5YR,EARN_COUNT_NOPELL_WNE_5YR,EARN_NOPELL_WNE_MDN_5YR,EARN_COUNT_MALE_WNE_5YR,EARN_MALE_WNE_MDN_5YR,EARN_COUNT_NOMALE_WNE_5YR,EARN_NOMALE_WNE_MDN_5YR,EARN_COUNT_HIGH_CRED_5YR,EARN_IN_STATE_5YR,EARN_AVG_1YR_5YR
110662,001315,University of California-Los Angeles,Public,1,3099,"Multi/Interdisciplinary Studies, Other.",3,Bachelor's Degree,234,59,130,15093,15000,126,14825,14775,49,43474,29584,48,42969,31844,19,PS,18750,19,PS,15000,PS,PS,NA,PS,PS,PS,111,14567,14920,107,14702,14545,PS,PS,NA,PS,PS,PS,63,15308,14920,60,14807,13639,14,PS,PS,14,PS,PS,67,14891,15000,66,14842,15000,35,55279,PS,34,54914,PS,352,379,159,157,8,137,169,36925,10,124,146,43957,138,<=0.10,<=0.10,<=0.10,<=0.10,0.10 - 0.19,0.50 - 0.59,0.20 - 0.29,<=0.10,134,<=0.10,<=0.10,<=0.10,<=0.10,<=0.10,0.40 - 0.49,0.30 - 0.39,<=0.10,94,42332,69,48547,28,35051,135,48048,150,58896,140,123,93,58278,56,59632,21,58131,128,58781,8,163,46154,113,PS,141,11,147,65593,124,91,67493,55,65887,20,61861,127,66377,PS,126,124,<=0.10,<=0.10,0.40 - 0.49,<=0.10,<=0.10,0.20 - 0.29,0.10 - 0.19,<=0.10,134,<=0.10,<=0.10,0.30 - 0.39,<=0.10,<=0.10,0.20 - 0.29,0.30 - 0.39,<=0.10,1,16,142,85005,127,89,81963,54,92681,20,61384,122,89052,PS,121,65579.5
110662,001315,University of California-Los Angeles,Public,1,3801,Philosophy.,3,Bachelor's Degree,130,160,111,15950,15000,108,15267,15000,23,31875,20933,21,30496,17100,63,PS,15000,63,PS,15000,PS,PS,NA,PS,PS,PS,48,15982,15000,45,15381,15000,PS,PS,NA,PS,PS,PS,78,16325,15000,77,15548,15000,PS,PS,PS,PS,PS,PS,33,15061,15000,31,14570,15000,PS,PS,PS,PS,PS,PS,249,203,159,159,23,PS,PS,PS,20,43,62,29322,106,<=0.10,<=0.10,0.10 - 0.19,0.10 - 0.19,0.10 - 0.19,0.30 - 0.39,0.10 - 0.19,<=0.10,93,<=0.20,<=0.20,<=0.20,<=0.20,<=0.20,0.20 - 0.39,<=0.20,<=0.20,75,30766,19,29854,56,29118,39,35898,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,17,95,30182,48,PS,88,18,71,43881,47,54,43849,PS,PS,47,43314,22,45635,PS,59,101,<=0.10,<=0.10,0.50 - 0.59,0.10 - 0.19,0.10 - 0.19,0.10 - 0.19,0.10 - 0.19,<=0.10,93,<=0.20,<=0.20,0.40 - 0.59,<=0.20,<=0.20,<=0.20,<=0.20,<=0.20,1,17,76,53585,55,PS,PS,PS,PS,47,49370,29,57781,23,65,41883.5
110662,001315,University of California-Los Angeles,Public,1,4005,Chemistry.,3,Bachelor's Degree,50,48,31,PS,14137,31,PS,11000,PS,PS,NA,PS,PS,PS,15,PS,PS,15,PS,PS,PS,PS,NA,PS,PS,PS,16,PS,PS,16,PS,PS,PS,PS,NA,PS,PS,PS,20,PS,PS,20,PS,PS,PS,PS,PS,PS,PS,PS,11,PS,PS,11,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,150,117,4,24,35,34503,3,34,40,36455,40,PS,PS,PS,0.20 - 0.39,PS,0.20 - 0.39,PS,PS,48,PS,PS,PS,PS,PS,0.20 - 0.39,0.20 - 0.39,PS,PS,PS,PS,PS,PS,PS,PS,PS,44,47024,37,31,38,44888,PS,PS,25,47036,PS,PS,3,28,42358,18,PS,26,4,41,59720,PS,36,59012,PS,PS,22,49512,19,65818,PS,38,27,PS,PS,0.40 - 0.59,PS,PS,PS,PS,PS,48,PS,PS,0.20 - 0.39,PS,PS,PS,0.40 - 0.59,PS,1,4,46,69376,43,PS,PS,PS,PS,24,65293,22,83651,PS,40,55867
110662,001315,University of California-Los Angeles,Public,1,4008,Physics.,3,Bachelor's Degree,66,81,39,PS,21100,39,PS,21000,11,39586,NA,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,NA,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,NA,PS,PS,PS,21,PS,PS,21,PS,PS,PS,PS,PS,PS,PS,PS,18,PS,PS,18,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,224,223,4,33,40,42865,3,29,37,33993,49,PS,PS,0.20 - 0.39,PS,PS,0.20 - 0.39,PS,PS,39,PS,PS,PS,PS,PS,0.40 - 0.59,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,41,50208,35,31,29,54634,PS,PS,34,56222,PS,PS,8,28,60495,19,PS,21,1,40,73644,PS,29,76851,PS,PS,32,72621,PS,PS,PS,28,37,PS,PS,0.40 - 0.59,PS,PS,PS,PS,PS,39,PS,PS,0.20 - 0.39,0.20 - 0.39,PS,PS,PS,PS,1,3,32,80500,26,PS,PS,PS,PS,PS,PS,PS,PS,PS,21,70497.5
110662,001315,University of California-Los Angeles,Public,1,4201,"Psychology, General.",3,Bachelor's Degree,631,641,485,15067,14500,470,14504,14388,132,31997,19941,129,32153,19882,104,16568,15394,100,15518,15000,32,PS,12334,32,PS,11112,381,14657,14000,370,14230,14000,100,34764,21052,97,35263,22105,332,14836,13817,322,13916,13519,59,16217,9096,57,16086,9096,153,15568,15000,148,15784,15000,73,44751,32993,72,44873,33158,237,236,154,153,28,340,462,30127,21,276,367,31563,449,<=0.05,<=0.05,0.05 - 0.09,0.20 - 0.24,0.05 - 0.09,0.35 - 0.39,0.20 - 0.24,<=0.05,420,<=0.05,<=0.05,0.05 - 0.09,0.25 - 0.29,0.05 - 0.09,0.30 - 0.34,0.25 - 0.29,<=0.05,340,29657,112,34354,105,25329,347,31597,342,39489,288,233,264,38810,78,44882,86,39170,257,39441,52,452,30614,230,PS,421,37,326,52754,244,244,51503,80,60552,78,51744,248,53241,75,282,456,<=0.05,<=0.05,0.40 - 0.44,0.10 - 0.14,0.05 - 0.09,0.15 - 0.19,0.15 - 0.19,<=0.05,421,<=0.05,<=0.05,0.25 - 0.29,0.20 - 0.24,<=0.05,0.10 - 0.14,0.30 - 0.34,<=0.05,1,33,341,65954,285,260,63851,81,70250,80,66040,262,65921,120,296,48284
110662,001315,University of California-Los Angeles,Public,1,4227,Research and Experimental Psychology.,3,Bachelor's Degree,400,442,326,PS,16737,326,PS,16570,95,PS,30846,95,PS,30846,116,PS,16061,116,PS,15886,23,PS,41475,23,PS,41475,210,PS,16965,210,PS,16882,72,PS,27673,72,PS,27673,185,PS,15500,185,PS,15500,35,PS,11555,35,PS,11555,141,PS,18500,141,PS,18500,60,PS,44120,60,PS,44120,367,367,177,176,13,136,219,24474,13,92,140,24921,274,<=0.05,<=0.05,0.05 - 0.09,0.40 - 0.44,0.05 - 0.09,0.20 - 0.24,0.20 - 0.24,<=0.05,260,<=0.05,<=0.05,0.05 - 0.09,0.35 - 0.39,0.05 - 0.09,0.15 - 0.19,0.25 - 0.29,<=0.05,154,27710,81,27787,83,26386,151,28607,123,32769,98,74,80,29337,43,40639,32,39260,91,29869,23,235,27748,110,PS,206,19,111,57559,78,74,57036,35,59069,25,55816,86,57364,22,99,289,<=0.05,<=0.05,0.40 - 0.44,0.15 - 0.19,<=0.05,0.15 - 0.19,0.20 - 0.24,<=0.05,260,<=0.05,<=0.05,0.20 - 0.24,0.30 - 0.34,<=0.05,0.10 - 0.14,0.30 - 0.34,<=0.05,1,15,145,78384,129,97,76718,47,89331,33,72483,112,80739,66,114,53066
110662,001315,University of California-Los Angeles,Public,1,4502,Anthropology.,3,Bachelor's Degree,257,251,231,16436,15000,227,15465,14579,60,41898,20656,52,44112,25338,55,PS,13500,55,PS,13500,13,31348,NA,11,33730,PS,176,16792,15068,172,15800,14783,47,44816,NA,41,46898,PS,172,15859,13776,169,14583,13150,26,13842,10202,19,9597,8000,59,18118,17535,58,18033,16131,34,63352,50579,33,63985,47725,246,301,159,155,19,150,215,31197,21,164,231,30520,282,<=0.05,<=0.05,0.15 - 0.19,0.20 - 0.24,0.10 - 0.14,0.35 - 0.39,0.05 - 0.09,<=0.05,297,<=0.05,<=0.05,0.10 - 0.14,0.20 - 0.24,0.15 - 0.19,0.30 - 0.34,0.10 - 0.14,<=0.05,152,31879,44,32996,PS,PS,147,32526,222,39310,190,152,175,40029,47,31872,66,40807,157,36298,31,197,32300,103,PS,178,28,210,46401,135,167,46120,44,46789,68,48136,142,45330,23,176,215,<=0.05,<=0.05,0.50 - 0.54,0.10 - 0.14,0.05 - 0.09,0.15 - 0.19,0.10 - 0.14,<=0.05,297,<=0.05,<=0.05,0.35 - 0.39,0.20 - 0.24,<=0.05,0.15 - 0.19,0.15 - 0.19,<=0.05,1,32,224,55070,173,179,54689,45,60947,73,61615,152,52962,42,188,43685
110662,001315,University of California-Los Angeles,Public,1,4506,Economics.,3,Bachelor's Degree,833,805,402,15819,15000,399,15710,15000,111,47872,31530,110,48139,31600,201,15407,14900,200,15461,14910,53,PS,38483,53,PS,38483,201,16230,16999,199,15961,16361,58,44462,27109,57,44917,26835,228,15907,15000,227,15670,15000,46,33969,13386,45,34364,13182,174,15703,15000,172,15764,15000,65,PS,46783,65,PS,46783,375,376,159,159,32,345,399,52741,24,285,324,51899,342,<=0.05,<=0.05,0.10 - 0.14,0.05 - 0.09,<=0.05,0.40 - 0.44,0.30 - 0.34,<=0.05,343,<=0.05,<=0.05,0.05 - 0.09,0.05 - 0.09,<=0.05,0.40 - 0.44,0.35 - 0.39,<=0.05,280,58434,148,68920,207,66083,220,59461,352,66989,324,297,250,60932,103,75521,169,68960,184,66234,39,428,62091,349,PS,384,23,332,81475,294,236,76144,97,92989,161,89186,172,77025,PS,297,327,<=0.05,<=0.05,0.45 - 0.49,<=0.05,<=0.05,0.25 - 0.29,0.20 - 0.24,<=0.05,343,<=0.05,<=0.05,0.25 - 0.29,<=0.05,<=0.05,0.15 - 0.19,0.45 - 0.49,<=0.05,1,22,338,100784,319,237,93887,101,107318,166,104590,172,92332,26,296,81437.5
110662,001315,University of California-Los Angeles,Public,1,4507,Geography and Cartography.,3,Bachelor's Degree,156,145,112,15031,13969,110,14513,13296,27,30574,18687,26,30750,19243,52,13832,12750,50,13496,12750,16,21391,NA,15,21084,PS,60,PS,15073,60,PS,15000,11,PS,NA,11,PS,PS,77,14667,14439,76,14193,13250,10,14891,PS,PS,PS,PS,35,15833,13092,34,15227,13854,17,PS,PS,PS,PS,PS,222,229,148,141,5,90,129,36662,12,90,116,37208,132,<=0.10,<=0.10,0.10 - 0.19,0.10 - 0.19,0.10 - 0.19,0.30 - 0.39,0.20 - 0.29,<=0.10,132,<=0.10,<=0.10,<=0.10,0.10 - 0.19,0.10 - 0.19,0.30 - 0.39,0.20 - 0.29,<=0.10,77,38366,29,30608,45,37197,61,35506,116,42175,103,86,87,42731,30,47044,58,44064,57,42688,14,106,36776,61,PS,88,9,110,60363,81,82,59151,27,66952,58,61327,52,56274,PS,94,108,<=0.10,<=0.10,0.40 - 0.49,0.10 - 0.19,<=0.10,0.20 - 0.29,0.10 - 0.19,<=0.10,132,<=0.10,<=0.10,0.30 - 0.39,0.10 - 0.19,<=0.10,0.20 - 0.29,0.20 - 0.29,<=0.10,1,15,114,68424,96,87,69515,26,65443,55,68227,59,69161,17,94,52600
110662,001315,University of California-Los Angeles,Public,1,4510,Political Science and Government.,3,Bachelor's Degree,704,699,501,16214,15000,498,15802,15000,162,37241,25770,156,37036,25770,221,17040,15000,219,16428,15000,75,32252,21815,72,32176,22407,280,15561,15000,279,15311,15000,87,41543,29727,84,41203,27907,328,15959,15000,326,15469,15000,70,21065,9750,66,20676,8157,173,16697,15000,172,16434,15000,92,49550,39920,90,49034,38364,306,306,159,159,35,362,485,35138,38,300,382,38232,506,<=0.02,<=0.02,0.11 - 0.12,0.17 - 0.18,0.13 - 0.14,0.37 - 0.38,0.17 - 0.18,<=0.02,443,<=0.05,<=0.05,0.10 - 0.14,0.20 - 0.24,0.10 - 0.14,0.35 - 0.39,0.20 - 0.24,<=0.05,351,34702,141,32744,215,31449,277,34693,367,49421,327,289,264,49518,104,49286,184,47054,183,49869,53,492,34392,272,PS,437,26,373,58937,310,260,57997,114,62976,182,57914,190,60896,63,301,436,<=0.05,<=0.05,0.45 - 0.49,0.10 - 0.14,0.10 - 0.14,0.15 - 0.19,0.10 - 0.14,<=0.05,444,<=0.05,<=0.05,0.35 - 0.39,0.15 - 0.19,<=0.05,0.10 - 0.14,0.20 - 0.24,<=0.05,1,40,407,75578,356,283,74956,124,76707,200,73871,207,75878,119,326,54985
110662,001315,University of California-Los Angeles,Public,1,4511,Sociology.,3,Bachelor's Degree,787,752,635,15631,14500,625,15049,14453,139,32120,18974,134,30612,18385,149,17332,16500,148,16358,15497,30,27592,23016,29,24835,19717,486,15110,13899,477,14643,13642,109,33367,17979,105,32208,17325,477,15718,14150,471,15031,14000,68,17179,5994,65,15954,5878,158,15369,15000,154,15105,15000,71,46430,40228,69,44420,36260,226,219,154,153,35,379,497,32675,25,269,343,34562,516,<=0.02,<=0.02,0.13 - 0.14,0.15 - 0.16,0.13 - 0.14,0.33 - 0.34,0.19 - 0.20,<=0.02,412,<=0.05,<=0.05,0.10 - 0.14,0.15 - 0.19,0.10 - 0.14,0.35 - 0.39,0.20 - 0.24,<=0.05,471,34412,120,31743,151,30776,441,34391,354,44834,298,252,280,43625,74,51775,100,42597,255,44920,75,592,34121,324,PS,559,28,343,54562,275,266,53906,77,63052,99,52821,244,56004,57,295,531,<=0.02,<=0.02,0.49 - 0.50,0.11 - 0.12,0.09 - 0.10,0.15 - 0.16,0.13 - 0.14,<=0.02,412,<=0.05,<=0.05,0.35 - 0.39,0.15 - 0.19,0.05 - 0.09,0.10 - 0.14,0.20 - 0.24,<=0.05,1,34,365,64677,311,291,64160,74,69589,96,59201,270,65962,100,318,49399
110662,001315,University of California-Los Angeles,Public,1,5003,Dance.,3,Bachelor's Degree,29,27,25,PS,19309,25,PS,19309,11,36121,NA,10,38733,PS,PS,PS,PS,PS,PS,PS,PS,PS,NA,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,NA,PS,PS,PS,15,PS,PS,15,PS,PS,PS,PS,PS,PS,PS,PS,10,PS,PS,10,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,205,205,0,PS,22,14394,PS,PS,PS,PS,25,PS,PS,PS,PS,PS,PS,PS,PS,17,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,0,20,19787,PS,PS,18,0,PS,NA,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,14,PS,PS,PS,PS,PS,PS,PS,PS,17,PS,PS,PS,PS,PS,PS,PS,PS,1,0,PS,NA,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,19787
110662,001315,University of California-Los Angeles,Public,1,5004,Design and Applied Arts.,3,Bachelor's Degree,45,58,29,PS,20000,29,PS,19000,PS,PS,NA,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,NA,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,NA,PS,PS,PS,16,PS,PS,16,PS,PS,PS,PS,PS,PS,PS,PS,13,PS,PS,13,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,212,201,4,24,32,39481,1,28,33,40017,34,PS,PS,PS,PS,PS,PS,0.20 - 0.39,PS,31,PS,PS,PS,PS,PS,0.40 - 0.59,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,33,51560,28,24,21,50327,PS,PS,PS,PS,PS,PS,6,33,57615,26,PS,30,4,30,68882,PS,19,82529,PS,PS,PS,PS,16,71656,PS,26,27,PS,PS,0.40 - 0.59,PS,PS,PS,PS,PS,31,PS,PS,PS,PS,PS,PS,0.20 - 0.39,PS,1,3,32,85813,27,PS,PS,PS,PS,PS,PS,PS,PS,PS,27,71714
110662,001315,University of California-Los Angeles,Public,1,5005,Drama/Theatre Arts and Stagecraft.,3,Bachelor's Degree,63,63,75,17321,16970,73,17145,16825,30,56979,52925,29,58358,53036,37,18546,19500,36,18783,19500,12,PS,NA,12,PS,PS,38,16128,15586,37,15551,14920,18,48732,NA,17,50599,PS,34,17360,15586,33,16614,14920,PS,PS,PS,PS,PS,PS,41,17288,19201,40,17583,19350,PS,PS,PS,PS,PS,PS,629,631,180,178,0,44,63,25076,2,40,55,26187,48,PS,PS,PS,PS,0.20 - 0.39,0.40 - 0.59,PS,PS,46,PS,PS,PS,PS,PS,0.40 - 0.59,0.20 - 0.39,PS,37,18376,41,19699,34,20825,44,18701,57,30334,55,39,31,29763,25,30416,17,30481,38,32334,2,78,19673,23,PS,72,PS,PS,NA,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,64,<=0.20,<=0.20,0.40 - 0.59,<=0.20,<=0.20,<=0.20,<=0.20,<=0.20,46,PS,PS,0.20 - 0.39,PS,PS,PS,0.20 - 0.39,PS,1,5,49,28993,23,29,35013,20,27477,PS,PS,PS,PS,PS,40,24333
110662,001315,University of California-Los Angeles,Public,1,5006,Film/Video and Photographic Arts.,3,Bachelor's Degree,29,26,25,PS,19000,25,PS,16082,12,51039,NA,11,54069,PS,12,PS,PS,12,PS,PS,PS,PS,NA,PS,PS,PS,13,PS,PS,13,PS,PS,PS,PS,NA,PS,PS,PS,13,PS,PS,13,PS,PS,PS,PS,PS,PS,PS,PS,12,PS,PS,12,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,201,170,4,17,29,25409,1,19,30,33993,27,PS,PS,PS,PS,PS,0.40 - 0.59,PS,PS,26,PS,PS,PS,PS,PS,0.60 - 0.79,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,33,41260,31,24,22,47208,PS,PS,20,39183,PS,PS,4,26,29696,PS,PS,24,5,28,44860,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,26,29,PS,PS,0.20 - 0.39,PS,PS,PS,PS,PS,26,PS,PS,0.40 - 0.59,PS,PS,PS,PS,PS,1,5,28,66565,22,PS,PS,PS,PS,PS,PS,PS,PS,PS,27,48130.5
110662,001315,University of California-Los Angeles,Public,1,5007,Fine and Studio Arts.,3,Bachelor's Degree,159,139,101,16396,14000,96,15694,13977,28,43437,29013,24,46080,32528,30,17261,14960,27,16653,15000,PS,PS,NA,PS,PS,PS,71,16030,13955,69,15318,13657,PS,PS,NA,PS,PS,PS,65,PS,14890,65,PS,13657,13,45149,PS,11,48900,PS,36,14681,13553,31,15390,14000,15,41953,PS,13,43693,PS,345,387,148,148,10,62,112,20684,17,78,112,29926,132,<=0.10,<=0.10,0.10 - 0.19,0.10 - 0.19,0.10 - 0.19,0.30 - 0.39,<=0.10,<=0.10,148,<=0.10,<=0.10,0.10 - 0.19,0.10 - 0.19,0.10 - 0.19,0.30 - 0.39,0.10 - 0.19,<=0.10,64,21226,32,22698,22,20915,72,21621,121,34292,101,78,91,33668,30,33662,34,33955,87,33564,18,96,21220,33,PS,85,13,111,42938,70,83,41218,29,47011,32,38957,80,44505,PS,100,87,<=0.20,<=0.20,0.40 - 0.59,<=0.20,<=0.20,<=0.20,<=0.20,<=0.20,148,<=0.10,<=0.10,0.40 - 0.49,0.10 - 0.19,<=0.10,0.10 - 0.19,0.10 - 0.19,<=0.10,1,14,120,46122,83,90,44769,30,51390,32,43862,88,47565,21,102,33671
110662,001315,University of California-Los Angeles,Public,1,5009,Music.,3,Bachelor's Degree,68,76,43,PS,23119,43,PS,20000,18,PS,NA,18,PS,PS,19,PS,23940,19,PS,20000,PS,PS,NA,PS,PS,PS,24,PS,21750,24,PS,20450,PS,PS,NA,PS,PS,PS,18,PS,PS,18,PS,PS,PS,PS,PS,PS,PS,PS,25,PS,PS,25,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,245,212,7,24,43,19508,3,21,43,18498,62,<=0.20,<=0.20,<=0.20,0.20 - 0.39,<=0.20,0.20 - 0.39,<=0.20,<=0.20,43,PS,PS,PS,PS,PS,0.20 - 0.39,0.20 - 0.39,PS,PS,PS,PS,PS,17,21469,20,23482,44,34548,35,29,30,32831,PS,PS,20,37093,24,32421,8,37,22125,PS,PS,35,4,46,34625,26,28,33415,19,34748,21,38229,24,28979,PS,40,28,PS,PS,0.40 - 0.59,PS,PS,PS,PS,PS,43,PS,PS,0.20 - 0.39,PS,PS,PS,0.20 - 0.39,PS,1,8,39,50858,25,PS,PS,PS,PS,20,58566,19,46795,PS,33,36491.5
